areaCode,areaName,areaType,date,cumCasesByPublishDate,hospitalCases,newCasesByPublishDate,newDeaths28DaysByPublishDate
N92000002,Northern Ireland,nation,2021-03-10,114176,221,147,8
N92000002,Northern Ireland,nation,2021-03-09,114029,244,240,2
N92000002,Northern Ireland,nation,2021-03-08,113789,261,144,2
N92000002,Northern Ireland,nation,2021-03-07,113645,261,138,3
N92000002,Northern Ireland,nation,2021-03-06,113507,258,172,4
N92000002,Northern Ireland,nation,2021-03-05,113335,259,166,2
N92000002,Northern Ireland,nation,2021-03-04,113169,277,163,3
N92000002,Northern Ireland,nation,2021-03-03,113006,288,226,4
N92000002,Northern Ireland,nation,2021-03-02,112780,310,149,2
N92000002,Northern Ireland,nation,2021-03-01,112631,334,138,2
N92000002,Northern Ireland,nation,2021-02-28,112493,342,136,3
N92000002,Northern Ireland,nation,2021-02-27,112357,346,184,2
N92000002,Northern Ireland,nation,2021-02-26,112173,349,241,2
N92000002,Northern Ireland,nation,2021-02-25,111932,376,281,5
N92000002,Northern Ireland,nation,2021-02-24,111651,390,260,2
N92000002,Northern Ireland,nation,2021-02-23,111391,412,225,5
N92000002,Northern Ireland,nation,2021-02-22,111166,428,187,4
N92000002,Northern Ireland,nation,2021-02-21,110979,446,263,4
N92000002,Northern Ireland,nation,2021-02-20,110716,450,276,3
N92000002,Northern Ireland,nation,2021-02-19,110440,449,313,5
N92000002,Northern Ireland,nation,2021-02-18,110127,463,342,6
N92000002,Northern Ireland,nation,2021-02-17,109785,475,297,6
N92000002,Northern Ireland,nation,2021-02-16,109488,493,341,9
N92000002,Northern Ireland,nation,2021-02-15,109147,524,234,4
N92000002,Northern Ireland,nation,2021-02-14,108913,530,176,11
N92000002,Northern Ireland,nation,2021-02-13,108737,525,303,10
N92000002,Northern Ireland,nation,2021-02-12,108434,526,407,9
N92000002,Northern Ireland,nation,2021-02-11,108027,558,253,9
N92000002,Northern Ireland,nation,2021-02-10,107774,583,336,4
N92000002,Northern Ireland,nation,2021-02-09,107438,612,275,10
N92000002,Northern Ireland,nation,2021-02-08,107163,639,296,12
N92000002,Northern Ireland,nation,2021-02-07,106867,675,334,9
N92000002,Northern Ireland,nation,2021-02-06,106533,673,390,7
N92000002,Northern Ireland,nation,2021-02-05,106143,680,506,16
N92000002,Northern Ireland,nation,2021-02-04,105637,723,412,10
N92000002,Northern Ireland,nation,2021-02-03,105225,767,504,11
N92000002,Northern Ireland,nation,2021-02-02,104721,797,447,17
N92000002,Northern Ireland,nation,2021-02-01,104274,825,314,11
N92000002,Northern Ireland,nation,2021-01-31,103960,855,426,19
N92000002,Northern Ireland,nation,2021-01-30,103534,850,455,17
N92000002,Northern Ireland,nation,2021-01-29,103079,845,669,22
N92000002,Northern Ireland,nation,2021-01-28,102410,872,592,13
N92000002,Northern Ireland,nation,2021-01-27,101818,907,527,16
N92000002,Northern Ireland,nation,2021-01-26,101291,946,550,16
N92000002,Northern Ireland,nation,2021-01-25,100741,971,422,17
N92000002,Northern Ireland,nation,2021-01-24,100319,998,433,14
N92000002,Northern Ireland,nation,2021-01-23,99886,975,670,12
N92000002,Northern Ireland,nation,2021-01-22,99216,971,865,12
N92000002,Northern Ireland,nation,2021-01-21,98351,989,732,21
N92000002,Northern Ireland,nation,2021-01-20,97619,984,905,22
N92000002,Northern Ireland,nation,2021-01-19,96714,1003,713,24
N92000002,Northern Ireland,nation,2021-01-18,96001,1029,640,19
N92000002,Northern Ireland,nation,2021-01-17,95361,1047,822,25
N92000002,Northern Ireland,nation,2021-01-16,94539,1040,705,22
N92000002,Northern Ireland,nation,2021-01-15,93834,1019,1052,26
N92000002,Northern Ireland,nation,2021-01-14,92782,1047,973,16
N92000002,Northern Ireland,nation,2021-01-13,91809,1056,1145,19
N92000002,Northern Ireland,nation,2021-01-12,90664,1054,1205,22
N92000002,Northern Ireland,nation,2021-01-11,89459,1048,759,16
N92000002,Northern Ireland,nation,2021-01-10,88700,1053,1112,17
N92000002,Northern Ireland,nation,2021-01-09,87588,1000,1442,9
N92000002,Northern Ireland,nation,2021-01-08,86146,967,1500,20
N92000002,Northern Ireland,nation,2021-01-07,84646,931,1410,17
N92000002,Northern Ireland,nation,2021-01-06,83236,922,1985,13
N92000002,Northern Ireland,nation,2021-01-05,81251,909,1378,18
N92000002,Northern Ireland,nation,2021-01-04,79873,902,1801,12
N92000002,Northern Ireland,nation,2021-01-03,78072,894,1662,6
N92000002,Northern Ireland,nation,2021-01-02,76410,856,3576,26
N92000002,Northern Ireland,nation,2021-01-01,72834,829,0,0
N92000002,Northern Ireland,nation,2020-12-31,72834,796,1929,11
N92000002,Northern Ireland,nation,2020-12-30,70905,804,2143,6
N92000002,Northern Ireland,nation,2020-12-29,68762,778,1566,14
N92000002,Northern Ireland,nation,2020-12-28,67196,740,1634,20
N92000002,Northern Ireland,nation,2020-12-27,65562,712,0,0
N92000002,Northern Ireland,nation,2020-12-26,65562,679,998,20
N92000002,Northern Ireland,nation,2020-12-25,64564,647,0,0
N92000002,Northern Ireland,nation,2020-12-24,64564,630,841,11
N92000002,Northern Ireland,nation,2020-12-23,63723,643,787,21
N92000002,Northern Ireland,nation,2020-12-22,62936,653,439,16
N92000002,Northern Ireland,nation,2020-12-21,62497,663,555,7
N92000002,Northern Ireland,nation,2020-12-20,61942,658,505,13
N92000002,Northern Ireland,nation,2020-12-19,61437,642,640,17
N92000002,Northern Ireland,nation,2020-12-18,60797,634,510,12
N92000002,Northern Ireland,nation,2020-12-17,60287,644,656,12
N92000002,Northern Ireland,nation,2020-12-16,59631,662,510,8
N92000002,Northern Ireland,nation,2020-12-15,59121,664,486,6
N92000002,Northern Ireland,nation,2020-12-14,58635,652,419,5
N92000002,Northern Ireland,nation,2020-12-13,58216,638,483,4
N92000002,Northern Ireland,nation,2020-12-12,57733,618,476,9
N92000002,Northern Ireland,nation,2020-12-11,57257,600,538,12
N92000002,Northern Ireland,nation,2020-12-10,56719,615,441,14
N92000002,Northern Ireland,nation,2020-12-09,56278,612,483,12
N92000002,Northern Ireland,nation,2020-12-08,55795,634,351,14
N92000002,Northern Ireland,nation,2020-12-07,55444,617,397,9
N92000002,Northern Ireland,nation,2020-12-06,55047,621,419,11
N92000002,Northern Ireland,nation,2020-12-05,54628,608,451,7
N92000002,Northern Ireland,nation,2020-12-04,54177,600,449,6
N92000002,Northern Ireland,nation,2020-12-03,53728,593,456,11
N92000002,Northern Ireland,nation,2020-12-02,53272,594,416,4
N92000002,Northern Ireland,nation,2020-12-01,52856,613,391,15
N92000002,Northern Ireland,nation,2020-11-30,52465,617,290,10
N92000002,Northern Ireland,nation,2020-11-29,52175,618,351,3
N92000002,Northern Ireland,nation,2020-11-28,51824,597,315,9
N92000002,Northern Ireland,nation,2020-11-27,51509,589,391,12
N92000002,Northern Ireland,nation,2020-11-26,51118,595,442,8
N92000002,Northern Ireland,nation,2020-11-25,50676,608,533,7
N92000002,Northern Ireland,nation,2020-11-24,50143,607,79,11
N92000002,Northern Ireland,nation,2020-11-23,50064,611,280,3
N92000002,Northern Ireland,nation,2020-11-22,49784,635,342,10
N92000002,Northern Ireland,nation,2020-11-21,49442,626,357,10
N92000002,Northern Ireland,nation,2020-11-20,49085,614,369,12
N92000002,Northern Ireland,nation,2020-11-19,48716,628,487,12
N92000002,Northern Ireland,nation,2020-11-18,48229,634,518,11
N92000002,Northern Ireland,nation,2020-11-17,47711,635,549,9
N92000002,Northern Ireland,nation,2020-11-16,47162,646,331,14
N92000002,Northern Ireland,nation,2020-11-15,46831,633,472,9
N92000002,Northern Ireland,nation,2020-11-14,46359,622,511,10
N92000002,Northern Ireland,nation,2020-11-13,45848,620,607,11
N92000002,Northern Ireland,nation,2020-11-12,45241,639,548,15
N92000002,Northern Ireland,nation,2020-11-11,44693,647,791,8
N92000002,Northern Ireland,nation,2020-11-10,43902,648,514,11
N92000002,Northern Ireland,nation,2020-11-09,43388,625,471,10
N92000002,Northern Ireland,nation,2020-11-08,42917,629,420,7
N92000002,Northern Ireland,nation,2020-11-07,42497,602,528,14
N92000002,Northern Ireland,nation,2020-11-06,41969,595,595,8
N92000002,Northern Ireland,nation,2020-11-05,41374,604,516,12
N92000002,Northern Ireland,nation,2020-11-04,40858,609,679,10
N92000002,Northern Ireland,nation,2020-11-03,40179,614,570,6
N92000002,Northern Ireland,nation,2020-11-02,39609,607,493,8
N92000002,Northern Ireland,nation,2020-11-01,39116,595,685,8
N92000002,Northern Ireland,nation,2020-10-31,38431,580,649,11
N92000002,Northern Ireland,nation,2020-10-30,37782,560,566,9
N92000002,Northern Ireland,nation,2020-10-29,37216,565,822,8
N92000002,Northern Ireland,nation,2020-10-28,36394,552,840,9
N92000002,Northern Ireland,nation,2020-10-27,35554,558,722,13
N92000002,Northern Ireland,nation,2020-10-26,34832,546,727,5
N92000002,Northern Ireland,nation,2020-10-25,34105,546,896,8
N92000002,Northern Ireland,nation,2020-10-24,33209,526,923,6
N92000002,Northern Ireland,nation,2020-10-23,32286,498,1252,5
N92000002,Northern Ireland,nation,2020-10-22,31034,482,1042,5
N92000002,Northern Ireland,nation,2020-10-21,29992,464,1039,5
N92000002,Northern Ireland,nation,2020-10-20,28953,464,913,3
N92000002,Northern Ireland,nation,2020-10-19,28040,444,820,6
N92000002,Northern Ireland,nation,2020-10-18,27220,433,1012,5
N92000002,Northern Ireland,nation,2020-10-17,26208,407,1031,2
N92000002,Northern Ireland,nation,2020-10-16,25177,373,1299,2
N92000002,Northern Ireland,nation,2020-10-15,23878,349,763,4
N92000002,Northern Ireland,nation,2020-10-14,23115,331,1217,4
N92000002,Northern Ireland,nation,2020-10-13,21898,316,863,7
N92000002,Northern Ireland,nation,2020-10-12,21035,297,877,3
N92000002,Northern Ireland,nation,2020-10-11,20158,290,1066,1
N92000002,Northern Ireland,nation,2020-10-10,19092,265,902,0
N92000002,Northern Ireland,nation,2020-10-09,18190,244,1080,0
N92000002,Northern Ireland,nation,2020-10-08,17110,245,923,1
N92000002,Northern Ireland,nation,2020-10-07,16187,231,828,1
N92000002,Northern Ireland,nation,2020-10-06,15359,216,669,1
N92000002,Northern Ireland,nation,2020-10-05,14690,198,616,0
N92000002,Northern Ireland,nation,2020-10-04,14074,181,462,1
N92000002,Northern Ireland,nation,2020-10-03,13612,166,726,1
N92000002,Northern Ireland,nation,2020-10-02,12886,150,934,1
N92000002,Northern Ireland,nation,2020-10-01,11952,155,259,2
N92000002,Northern Ireland,nation,2020-09-30,11693,146,424,1
N92000002,Northern Ireland,nation,2020-09-29,11269,138,320,0
N92000002,Northern Ireland,nation,2020-09-28,10949,134,220,0
N92000002,Northern Ireland,nation,2020-09-27,10729,118,187,0
N92000002,Northern Ireland,nation,2020-09-26,10542,109,319,1
N92000002,Northern Ireland,nation,2020-09-25,10223,100,273,0
N92000002,Northern Ireland,nation,2020-09-24,9950,100,189,0
N92000002,Northern Ireland,nation,2020-09-23,9761,97,220,0
N92000002,Northern Ireland,nation,2020-09-22,9541,92,75,0
N92000002,Northern Ireland,nation,2020-09-21,9466,87,125,2
N92000002,Northern Ireland,nation,2020-09-20,9341,79,176,0
N92000002,Northern Ireland,nation,2020-09-19,9165,73,222,0
N92000002,Northern Ireland,nation,2020-09-18,8943,72,163,2
N92000002,Northern Ireland,nation,2020-09-17,8780,71,149,0
N92000002,Northern Ireland,nation,2020-09-16,8631,72,129,2
N92000002,Northern Ireland,nation,2020-09-15,8502,74,79,1
N92000002,Northern Ireland,nation,2020-09-14,8423,74,109,2
N92000002,Northern Ireland,nation,2020-09-13,8314,71,87,0
N92000002,Northern Ireland,nation,2020-09-12,8227,65,104,0
N92000002,Northern Ireland,nation,2020-09-11,8123,61,88,0
N92000002,Northern Ireland,nation,2020-09-10,8035,58,78,1
N92000002,Northern Ireland,nation,2020-09-09,7957,56,49,0
N92000002,Northern Ireland,nation,2020-09-08,7908,57,40,2
N92000002,Northern Ireland,nation,2020-09-07,7868,53,141,1
N92000002,Northern Ireland,nation,2020-09-06,7727,54,106,0
N92000002,Northern Ireland,nation,2020-09-05,7621,51,118,0
N92000002,Northern Ireland,nation,2020-09-04,7503,51,61,1
N92000002,Northern Ireland,nation,2020-09-03,7442,52,77,1
N92000002,Northern Ireland,nation,2020-09-02,7365,52,71,2
N92000002,Northern Ireland,nation,2020-09-01,7294,58,49,0
N92000002,Northern Ireland,nation,2020-08-31,7245,59,58,0
N92000002,Northern Ireland,nation,2020-08-30,7187,54,49,0
N92000002,Northern Ireland,nation,2020-08-29,7138,55,89,0
N92000002,Northern Ireland,nation,2020-08-28,7049,53,85,0
N92000002,Northern Ireland,nation,2020-08-27,6964,50,69,1
N92000002,Northern Ireland,nation,2020-08-26,6895,47,72,0
N92000002,Northern Ireland,nation,2020-08-25,6823,53,47,0
N92000002,Northern Ireland,nation,2020-08-24,6776,56,10,0
N92000002,Northern Ireland,nation,2020-08-23,6766,52,119,0
N92000002,Northern Ireland,nation,2020-08-22,6647,51,71,0
N92000002,Northern Ireland,nation,2020-08-21,6576,52,20,0
N92000002,Northern Ireland,nation,2020-08-20,6556,51,51,0
N92000002,Northern Ireland,nation,2020-08-19,6505,46,34,0
N92000002,Northern Ireland,nation,2020-08-18,6471,41,41,1
N92000002,Northern Ireland,nation,2020-08-17,6430,37,39,0
N92000002,Northern Ireland,nation,2020-08-16,6391,31,27,0
N92000002,Northern Ireland,nation,2020-08-15,6364,31,65,0
N92000002,Northern Ireland,nation,2020-08-14,6299,30,74,1
N92000002,Northern Ireland,nation,2020-08-13,6225,30,8,0
N92000002,Northern Ireland,nation,2020-08-12,6217,28,29,0
N92000002,Northern Ireland,nation,2020-08-11,6188,29,48,0
N92000002,Northern Ireland,nation,2020-08-10,6140,28,0,1
N92000002,Northern Ireland,nation,2020-08-09,6064,29,0,0
N92000002,Northern Ireland,nation,2020-08-08,6064,28,0,0
N92000002,Northern Ireland,nation,2020-08-07,6064,25,15,0
N92000002,Northern Ireland,nation,2020-08-06,6049,26,43,0
N92000002,Northern Ireland,nation,2020-08-05,6006,23,10,0
N92000002,Northern Ireland,nation,2020-08-04,5996,24,8,0
N92000002,Northern Ireland,nation,2020-08-03,5988,25,0,0
N92000002,Northern Ireland,nation,2020-08-02,5948,26,0,0
N92000002,Northern Ireland,nation,2020-08-01,5948,27,0,0
N92000002,Northern Ireland,nation,2020-07-31,5948,25,10,0
N92000002,Northern Ireland,nation,2020-07-30,5938,24,8,0
N92000002,Northern Ireland,nation,2020-07-29,5930,26,9,0
N92000002,Northern Ireland,nation,2020-07-28,5921,25,9,0
N92000002,Northern Ireland,nation,2020-07-27,5912,25,0,0
N92000002,Northern Ireland,nation,2020-07-26,5891,24,0,0
N92000002,Northern Ireland,nation,2020-07-25,5891,25,0,0
N92000002,Northern Ireland,nation,2020-07-24,5891,25,15,0
N92000002,Northern Ireland,nation,2020-07-23,5876,24,8,0
N92000002,Northern Ireland,nation,2020-07-22,5868,24,9,0
N92000002,Northern Ireland,nation,2020-07-21,5859,25,2,0
N92000002,Northern Ireland,nation,2020-07-20,5857,27,0,0
N92000002,Northern Ireland,nation,2020-07-19,5834,26,0,0
N92000002,Northern Ireland,nation,2020-07-18,5834,25,0,0
N92000002,Northern Ireland,nation,2020-07-17,5834,23,19,0
N92000002,Northern Ireland,nation,2020-07-16,5815,25,16,0
N92000002,Northern Ireland,nation,2020-07-15,5799,25,9,0
N92000002,Northern Ireland,nation,2020-07-14,5790,24,2,0
N92000002,Northern Ireland,nation,2020-07-13,5788,26,0,2
N92000002,Northern Ireland,nation,2020-07-12,5772,27,0,0
N92000002,Northern Ireland,nation,2020-07-11,5772,29,0,0
N92000002,Northern Ireland,nation,2020-07-10,5772,28,4,0
N92000002,Northern Ireland,nation,2020-07-09,5768,30,3,0
N92000002,Northern Ireland,nation,2020-07-08,5765,31,4,0
N92000002,Northern Ireland,nation,2020-07-07,5761,31,5,0
N92000002,Northern Ireland,nation,2020-07-06,5756,30,0,0
N92000002,Northern Ireland,nation,2020-07-05,5747,30,0,0
N92000002,Northern Ireland,nation,2020-07-04,5747,30,0,0
N92000002,Northern Ireland,nation,2020-07-03,5747,28,4,2
N92000002,Northern Ireland,nation,2020-07-02,5768,31,7,1
N92000002,Northern Ireland,nation,2020-07-01,5761,32,1,0
N92000002,Northern Ireland,nation,2020-06-30,5760,34,3,0
N92000002,Northern Ireland,nation,2020-06-29,5757,36,6,1
N92000002,Northern Ireland,nation,2020-06-28,5751,40,1,1
N92000002,Northern Ireland,nation,2020-06-27,5750,37,2,1
N92000002,Northern Ireland,nation,2020-06-26,5748,40,4,1
N92000002,Northern Ireland,nation,2020-06-25,4874,47,1,0
N92000002,Northern Ireland,nation,2020-06-24,4873,48,2,1
N92000002,Northern Ireland,nation,2020-06-23,4871,53,0,1
N92000002,Northern Ireland,nation,2020-06-22,4871,52,1,0
N92000002,Northern Ireland,nation,2020-06-21,4870,51,4,0
N92000002,Northern Ireland,nation,2020-06-20,4866,47,0,1
N92000002,Northern Ireland,nation,2020-06-19,4866,45,3,1
N92000002,Northern Ireland,nation,2020-06-18,4863,50,1,0
N92000002,Northern Ireland,nation,2020-06-17,4862,53,8,1
N92000002,Northern Ireland,nation,2020-06-16,4854,59,2,1
N92000002,Northern Ireland,nation,2020-06-15,4852,66,4,0
N92000002,Northern Ireland,nation,2020-06-14,4848,67,7,0
N92000002,Northern Ireland,nation,2020-06-13,4841,68,3,2
N92000002,Northern Ireland,nation,2020-06-12,4838,70,16,1
N92000002,Northern Ireland,nation,2020-06-11,4822,75,4,1
N92000002,Northern Ireland,nation,2020-06-10,4818,81,13,0
N92000002,Northern Ireland,nation,2020-06-09,4805,83,3,0
N92000002,Northern Ireland,nation,2020-06-08,4802,89,6,0
N92000002,Northern Ireland,nation,2020-06-07,4796,89,6,0
N92000002,Northern Ireland,nation,2020-06-06,4790,89,14,1
N92000002,Northern Ireland,nation,2020-06-05,4776,92,3,1
N92000002,Northern Ireland,nation,2020-06-04,4773,96,33,1
N92000002,Northern Ireland,nation,2020-06-03,4740,108,8,8
N92000002,Northern Ireland,nation,2020-06-02,4732,119,4,2
N92000002,Northern Ireland,nation,2020-06-01,4728,127,12,1
N92000002,Northern Ireland,nation,2020-05-31,4716,139,7,1
N92000002,Northern Ireland,nation,2020-05-30,4709,137,13,1
N92000002,Northern Ireland,nation,2020-05-29,4696,136,17,3
N92000002,Northern Ireland,nation,2020-05-28,4679,144,16,2
N92000002,Northern Ireland,nation,2020-05-27,4663,149,26,2
N92000002,Northern Ireland,nation,2020-05-26,4637,158,28,0
N92000002,Northern Ireland,nation,2020-05-25,4609,159,39,8
N92000002,Northern Ireland,nation,2020-05-24,4570,161,25,1
N92000002,Northern Ireland,nation,2020-05-23,4545,162,41,1
N92000002,Northern Ireland,nation,2020-05-22,4504,164,23,3
N92000002,Northern Ireland,nation,2020-05-21,4481,172,42,7
N92000002,Northern Ireland,nation,2020-05-20,4439,181,18,5
N92000002,Northern Ireland,nation,2020-05-19,4421,197,20,7
N92000002,Northern Ireland,nation,2020-05-18,4401,202,16,6
N92000002,Northern Ireland,nation,2020-05-17,4385,208,28,3
N92000002,Northern Ireland,nation,2020-05-16,4357,206,40,4
N92000002,Northern Ireland,nation,2020-05-15,4317,210,26,15
N92000002,Northern Ireland,nation,2020-05-14,4291,226,38,5
N92000002,Northern Ireland,nation,2020-05-13,4253,245,60,2
N92000002,Northern Ireland,nation,2020-05-12,4193,244,44,9
N92000002,Northern Ireland,nation,2020-05-11,4149,248,30,3
N92000002,Northern Ireland,nation,2020-05-10,4119,241,41,5
N92000002,Northern Ireland,nation,2020-05-09,4078,232,56,4
N92000002,Northern Ireland,nation,2020-05-08,4022,220,38,4
N92000002,Northern Ireland,nation,2020-05-07,3984,231,50,4
N92000002,Northern Ireland,nation,2020-05-06,3934,239,53,14
N92000002,Northern Ireland,nation,2020-05-05,3881,243,45,17
N92000002,Northern Ireland,nation,2020-05-04,3836,260,69,6
N92000002,Northern Ireland,nation,2020-05-03,3767,264,78,5
N92000002,Northern Ireland,nation,2020-05-02,3689,268,66,11
N92000002,Northern Ireland,nation,2020-05-01,3623,269,87,18
N92000002,Northern Ireland,nation,2020-04-30,3536,275,73,9
N92000002,Northern Ireland,nation,2020-04-29,3463,270,55,9
N92000002,Northern Ireland,nation,2020-04-28,3408,277,34,20
N92000002,Northern Ireland,nation,2020-04-27,3374,286,66,10
N92000002,Northern Ireland,nation,2020-04-26,3308,289,82,5
N92000002,Northern Ireland,nation,2020-04-25,3226,298,104,16
N92000002,Northern Ireland,nation,2020-04-24,3122,295,106,15
N92000002,Northern Ireland,nation,2020-04-23,3016,301,142,13
N92000002,Northern Ireland,nation,2020-04-22,2874,310,116,30
N92000002,Northern Ireland,nation,2020-04-21,2758,312,30,13
N92000002,Northern Ireland,nation,2020-04-20,2728,304,83,13
N92000002,Northern Ireland,nation,2020-04-19,2645,298,159,1
N92000002,Northern Ireland,nation,2020-04-18,2486,287,148,17
N92000002,Northern Ireland,nation,2020-04-17,2338,290,137,18
N92000002,Northern Ireland,nation,2020-04-16,2201,283,113,18
N92000002,Northern Ireland,nation,2020-04-15,2088,278,121,6
N92000002,Northern Ireland,nation,2020-04-14,1967,296,85,10
N92000002,Northern Ireland,nation,2020-04-13,1882,308,76,6
N92000002,Northern Ireland,nation,2020-04-12,1806,316,89,11
N92000002,Northern Ireland,nation,2020-04-11,1717,318,128,15
N92000002,Northern Ireland,nation,2020-04-10,1589,317,112,10
N92000002,Northern Ireland,nation,2020-04-09,1477,347,138,4
N92000002,Northern Ireland,nation,2020-04-08,1339,357,84,5
N92000002,Northern Ireland,nation,2020-04-07,1255,354,97,3
N92000002,Northern Ireland,nation,2020-04-06,1158,346,69,7
N92000002,Northern Ireland,nation,2020-04-05,1089,330,91,7
N92000002,Northern Ireland,nation,2020-04-04,998,330,94,8
N92000002,Northern Ireland,nation,2020-04-03,904,306,130,12
N92000002,Northern Ireland,nation,2020-04-02,774,305,85,6
N92000002,Northern Ireland,nation,2020-04-01,689,280,103,2
N92000002,Northern Ireland,nation,2020-03-31,586,252,53,6
N92000002,Northern Ireland,nation,2020-03-30,533,227,123,1
N92000002,Northern Ireland,nation,2020-03-29,410,207,86,6
N92000002,Northern Ireland,nation,2020-03-28,324,188,49,2
N92000002,Northern Ireland,nation,2020-03-27,275,158,34,3
N92000002,Northern Ireland,nation,2020-03-26,241,140,32,3
N92000002,Northern Ireland,nation,2020-03-25,209,116,37,2
N92000002,Northern Ireland,nation,2020-03-24,172,94,24,2
N92000002,Northern Ireland,nation,2020-03-23,148,87,20,1
N92000002,Northern Ireland,nation,2020-03-22,128,77,20,0
N92000002,Northern Ireland,nation,2020-03-21,108,70,22,1
N92000002,Northern Ireland,nation,2020-03-20,86,56,9,
N92000002,Northern Ireland,nation,2020-03-19,77,44,9,
N92000002,Northern Ireland,nation,2020-03-18,68,43,6,
N92000002,Northern Ireland,nation,2020-03-17,62,37,10,
N92000002,Northern Ireland,nation,2020-03-16,52,35,7,
N92000002,Northern Ireland,nation,2020-03-15,45,31,11,
N92000002,Northern Ireland,nation,2020-03-14,34,31,5,
N92000002,Northern Ireland,nation,2020-03-13,29,29,10,
N92000002,Northern Ireland,nation,2020-03-12,19,28,1,
N92000002,Northern Ireland,nation,2020-03-11,18,25,2,
N92000002,Northern Ireland,nation,2020-03-10,16,21,0,
N92000002,Northern Ireland,nation,2020-03-09,12,17,3,
N92000002,Northern Ireland,nation,2020-03-08,9,16,5,
N92000002,Northern Ireland,nation,2020-03-07,4,16,2,
N92000002,Northern Ireland,nation,2020-03-06,2,16,2,
N92000002,Northern Ireland,nation,2020-03-05,,13,,
N92000002,Northern Ireland,nation,2020-03-04,,12,,
N92000002,Northern Ireland,nation,2020-03-03,,12,,
N92000002,Northern Ireland,nation,2020-03-02,,12,,
N92000002,Northern Ireland,nation,2020-03-01,,11,,
